transaction_id,customer_id,purchase_datetime,product_id,quantity,price,channel,promo_flag,amount
78,51,2024-06-21 12:00:00,32,1,12.02,app,0,12.02
79,72,2024-02-08 01:00:00,12,1,34.68,web,0,34.68
80,389,2024-08-09 16:00:00,66,1,118.61,store,0,118.61
81,422,2024-07-10 01:00:00,79,1,23.82,store,0,23.82
82,994,2024-11-03 05:00:00,106,1,54.47,store,0,54.47
83,797,2024-05-17 23:00:00,69,2,10.77,app,0,21.54
84,450,2024-07-23 10:00:00,151,1,30.68,store,0,30.68
85,971,2024-01-08 03:00:00,195,1,12.69,store,0,12.69
86,946,2024-03-01 18:00:00,170,1,110.35,web,0,110.35
87,838,2024-01-01 04:00:00,177,1,25.37,app,0,25.37
88,923,2024-03-13 14:00:00,61,1,38.29,web,0,38.29
89,257,2024-01-08 16:00:00,127,1,53.14,app,0,53.14
90,28,2024-03-18 23:00:00,56,1,20.22,store,0,20.22
91,623,2024-08-25 10:00:00,38,1,126.02,store,0,126.02
92,192,2024-04-28 04:00:00,86,1,12.52,app,0,12.52
93,537,2024-05-24 12:00:00,109,1,55.33,app,0,55.33
94,111,2024-02-03 14:00:00,42,1,11.69,web,0,11.69
95,692,2024-10-08 01:00:00,121,1,38.88,web,0,38.88
96,277,2024-07-16 05:00:00,190,1,62.76,app,0,62.76
97,664,2024-11-06 08:00:00,36,1,30.16,store,1,30.16
98,468,2024-08-07 10:00:00,179,2,11.47,app,1,22.94
99,847,2024-07-21 07:00:00,70,1,123.08,app,0,123.08
100,787,2024-07-30 00:00:00,90,1,51.72,app,0,51.72
101,805,2024-05-18 03:00:00,178,1,30.47,app,0,30.47
102,650,2024-06-20 01:00:00,63,1,20.53,web,0,20.53
103,777,2024-02-07 22:00:00,188,1,12.55,app,0,12.55
104,376,2024-05-16 01:00:00,64,1,38.34,app,0,38.34
105,349,2024-11-23 10:00:00,165,1,52.45,web,0,52.45
106,78,2024-03-02 03:00:00,40,1,22.35,store,0,22.35
107,800,2024-06-27 05:00:00,194,1,10.7,app,0,10.7
108,104,2024-02-08 18:00:00,42,1,35.65,store,1,35.65
109,289,2024-08-18 03:00:00,155,3,10.94,store,0,32.82
110,196,2024-03-26 01:00:00,118,1,36.79,app,0,36.79
111,815,2024-08-15 12:00:00,157,1,116.2,store,0,116.2
112,685,2024-05-09 18:00:00,27,1,60.74,web,0,60.74
113,254,2024-11-25 07:00:00,140,1,25.68,app,0,25.68
114,958,2024-07-28 00:00:00,100,1,58.89,web,1,58.89
115,840,2024-05-06 09:00:00,51,1,20.41,web,0,20.41
116,297,2024-08-01 10:00:00,110,1,129.55,app,0,129.55
117,1,2024-11-14 21:00:00,53,1,111.38,web,0,111.38
118,313,2024-04-26 08:00:00,75,1,58.06,app,0,58.06
119,210,2024-12-12 16:00:00,179,1,34.07,app,0,34.07
120,967,2024-06-28 05:00:00,63,1,11.09,store,0,11.09
121,156,2024-02-18 06:00:00,118,3,10.45,app,0,31.349999999999998
122,701,2024-12-25 16:00:00,179,1,111.92,store,0,111.92
123,318,2024-02-01 16:00:00,78,1,30.59,store,0,30.59
124,194,2024-04-22 17:00:00,129,1,31.4,web,0,31.4
125,643,2024-10-14 09:00:00,87,1,22.45,store,0,22.45
126,178,2024-12-14 07:00:00,187,1,32.08,store,0,32.08
127,54,2024-09-05 14:00:00,8,1,35.87,app,0,35.87
128,88,2024-03-18 23:00:00,182,2,64.17,web,0,128.34
129,823,2024-01-07 09:00:00,125,1,100.8,store,0,100.8
130,700,2024-03-22 01:00:00,130,3,110.25,store,0,330.75
131,396,2024-01-20 04:00:00,172,1,11.31,store,1,11.31
132,854,2024-12-29 23:00:00,128,1,38.05,web,0,38.05
133,209,2024-01-14 08:00:00,22,1,112.08,store,0,112.08
134,666,2024-01-29 12:00:00,146,1,100.55,web,0,100.55
135,41,2024-02-03 16:00:00,117,1,24.32,app,0,24.32
136,27,2024-11-08 05:00:00,53,1,23.6,store,0,23.6
137,401,2024-07-08 13:00:00,193,1,64.38,store,0,64.38
138,371,2024-10-08 20:00:00,113,2,33.2,store,0,66.4
139,227,2024-11-05 01:00:00,36,1,114.51,store,0,114.51
140,739,2024-08-31 10:00:00,154,2,35.37,app,0,70.74
141,713,2024-10-22 16:00:00,42,1,120.65,web,0,120.65
142,131,2024-08-16 11:00:00,101,1,20.62,store,1,20.62
143,957,2024-01-17 09:00:00,62,1,10.56,store,0,10.56
144,661,2024-03-21 22:00:00,12,1,12.71,store,0,12.71
145,489,2024-12-30 14:00:00,86,1,10.54,app,0,10.54
146,335,2024-04-26 06:00:00,82,1,22.53,store,1,22.53
147,935,2024-04-12 16:00:00,45,1,35.05,app,1,35.05
148,171,2024-07-01 22:00:00,153,1,11.62,web,0,11.62
149,16,2024-04-17 01:00:00,13,1,25.94,web,0,25.94
150,608,2024-08-14 06:00:00,62,1,123.02,web,0,123.02
151,272,2024-08-23 14:00:00,84,1,11.01,web,0,11.01
152,689,2024-01-03 12:00:00,190,1,21.78,web,0,21.78
153,705,2024-03-13 14:00:00,37,1,53.27,web,0,53.27
154,380,2024-07-16 06:00:00,153,2,38.13,store,1,76.26
155,571,2024-03-12 19:00:00,110,2,124.92,app,0,249.84
156,825,2024-08-05 08:00:00,5,1,37.44,web,0,37.44
157,727,2024-06-25 08:00:00,123,3,23.15,app,0,69.44999999999999
158,850,2024-03-02 16:00:00,120,1,32.02,web,0,32.02
159,329,2024-03-08 13:00:00,67,2,37.9,store,0,75.8
160,649,2024-07-13 01:00:00,25,2,10.99,web,0,21.98
161,226,2024-05-03 14:00:00,90,1,36.51,app,0,36.51
162,316,2024-06-24 12:00:00,40,2,125.54,web,0,251.08
163,349,2024-04-24 02:00:00,33,1,23.26,app,0,23.26
164,336,2024-06-16 00:00:00,45,1,11.0,web,1,11.0
165,356,2024-07-09 05:00:00,58,1,126.43,web,0,126.43
166,535,2024-06-08 10:00:00,77,1,24.91,web,0,24.91
167,962,2024-08-11 12:00:00,104,1,11.68,store,0,11.68
168,448,2024-12-09 12:00:00,74,1,36.85,web,1,36.85
169,831,2024-02-29 14:00:00,148,3,123.66,app,1,370.98
170,192,2024-01-17 11:00:00,22,1,22.84,app,0,22.84
171,210,2024-11-01 13:00:00,180,3,113.38,web,0,340.14
172,29,2024-02-02 05:00:00,26,1,32.27,app,0,32.27
173,285,2024-01-04 16:00:00,119,1,10.49,web,0,10.49
174,884,2024-10-14 01:00:00,27,1,59.82,store,1,59.82
175,748,2024-04-01 20:00:00,6,3,119.16,store,0,357.48
176,387,2024-09-13 05:00:00,25,1,106.01,app,1,106.01
177,208,2024-01-27 07:00:00,53,1,12.61,store,0,12.61
178,562,2024-07-17 02:00:00,60,1,50.49,app,0,50.49
179,558,2024-01-15 13:00:00,9,1,53.71,app,0,53.71
180,956,2024-11-14 21:00:00,72,1,117.71,store,1,117.71
181,721,2024-03-12 20:00:00,95,1,22.88,app,0,22.88
182,301,2024-08-04 00:00:00,179,3,10.12,web,0,30.36
183,889,2024-02-15 14:00:00,168,1,60.54,app,0,60.54
184,2,2024-08-12 00:00:00,154,2,12.47,app,0,24.94
185,166,2024-12-24 13:00:00,172,1,20.25,web,1,20.25
186,317,2024-05-02 05:00:00,160,1,10.16,web,0,10.16
187,264,2024-11-23 17:00:00,127,1,55.09,store,0,55.09
188,208,2024-11-09 21:00:00,188,1,30.37,app,0,30.37
189,978,2024-01-12 22:00:00,122,1,12.62,store,1,12.62
190,356,2024-06-21 07:00:00,51,2,119.76,app,0,239.52
191,723,2024-05-29 04:00:00,156,3,11.48,app,0,34.44
192,445,2024-04-02 21:00:00,49,1,12.52,app,1,12.52
193,954,2024-01-24 19:00:00,20,1,55.57,app,1,55.57
194,608,2024-04-14 03:00:00,66,1,22.92,store,1,22.92
195,774,2024-10-21 09:00:00,12,3,25.47,store,0,76.41
196,552,2024-01-21 14:00:00,87,1,24.29,app,0,24.29
197,334,2024-01-02 22:00:00,60,1,113.11,web,0,113.11
198,504,2024-08-18 19:00:00,28,1,11.17,app,1,11.17
199,261,2024-06-12 12:00:00,118,1,37.95,app,0,37.95
200,605,2024-09-22 11:00:00,8,2,11.35,store,1,22.7
201,313,2024-03-04 21:00:00,175,1,11.82,web,0,11.82
202,305,2024-04-29 11:00:00,148,1,58.1,app,1,58.1
203,969,2024-10-19 19:00:00,198,1,10.37,web,1,10.37
204,837,2024-06-09 16:00:00,181,1,52.23,app,1,52.23
205,811,2024-05-05 01:00:00,184,1,126.04,store,0,126.04
206,919,2024-10-20 19:00:00,178,1,104.31,app,0,104.31
207,8,2024-12-06 00:00:00,5,1,113.31,store,0,113.31
208,802,2024-07-11 22:00:00,114,3,36.15,app,0,108.44999999999999
209,648,2024-10-29 07:00:00,46,1,38.38,web,0,38.38
210,287,2024-05-21 20:00:00,194,1,10.32,app,0,10.32
211,575,2024-03-13 00:00:00,77,1,123.47,store,0,123.47
212,324,2024-04-07 05:00:00,82,1,37.27,web,0,37.27
213,851,2024-12-30 10:00:00,65,1,10.99,app,0,10.99
214,917,2024-11-11 00:00:00,102,1,11.33,app,0,11.33
215,968,2024-04-19 13:00:00,26,1,11.14,app,0,11.14
216,629,2024-08-08 11:00:00,15,1,107.38,store,0,107.38
217,326,2024-10-28 17:00:00,151,1,30.16,store,0,30.16
218,815,2024-04-26 14:00:00,68,1,33.42,web,0,33.42
219,787,2024-10-16 13:00:00,27,1,108.55,web,0,108.55
220,291,2024-05-15 15:00:00,77,1,22.4,app,0,22.4
221,459,2024-09-19 11:00:00,191,1,105.54,web,0,105.54
222,298,2024-02-05 19:00:00,173,1,11.12,app,0,11.12
223,141,2024-04-27 20:00:00,15,2,12.38,app,0,24.76
224,633,2024-05-04 09:00:00,37,3,10.71,app,0,32.13
225,612,2024-02-29 06:00:00,183,1,24.6,app,0,24.6
226,561,2024-04-17 01:00:00,176,1,102.87,web,0,102.87
227,988,2024-06-08 10:00:00,153,1,117.83,app,0,117.83
228,263,2024-03-25 17:00:00,24,1,121.53,app,0,121.53
229,218,2024-04-11 09:00:00,97,3,102.38,store,0,307.14
230,353,2024-03-10 08:00:00,130,1,115.57,web,0,115.57
231,160,2024-05-28 07:00:00,44,2,24.08,web,0,48.16
232,342,2024-11-21 01:00:00,35,3,22.18,app,0,66.53999999999999
233,116,2024-09-20 21:00:00,31,1,64.42,store,0,64.42
234,208,2024-04-15 22:00:00,136,1,10.9,store,1,10.9
235,237,2024-10-05 18:00:00,108,1,122.12,web,0,122.12
236,149,2024-03-24 05:00:00,38,1,11.83,app,0,11.83
237,804,2024-05-30 17:00:00,193,1,10.26,store,0,10.26
238,702,2024-06-02 03:00:00,143,2,37.08,app,0,74.16
239,244,2024-01-12 14:00:00,158,1,23.77,app,1,23.77
240,134,2024-03-07 15:00:00,163,1,10.97,app,0,10.97
241,931,2024-07-24 19:00:00,25,1,24.93,web,1,24.93
242,164,2024-04-04 13:00:00,169,1,109.53,app,0,109.53
243,117,2024-01-25 14:00:00,128,3,61.65,web,1,184.95
244,532,2024-05-25 05:00:00,60,1,35.58,store,0,35.58
245,517,2024-09-22 01:00:00,56,1,20.35,store,1,20.35
246,83,2024-04-08 20:00:00,144,1,31.6,web,0,31.6
247,615,2024-02-09 16:00:00,52,1,54.59,app,0,54.59
248,63,2024-04-25 02:00:00,199,1,57.22,web,0,57.22
249,645,2024-07-01 01:00:00,79,1,100.58,web,0,100.58
250,826,2024-03-05 12:00:00,181,1,23.78,app,0,23.78
251,672,2024-06-12 16:00:00,149,1,59.69,store,0,59.69
252,510,2024-07-14 01:00:00,180,1,59.78,web,0,59.78
253,21,2024-02-11 12:00:00,169,1,11.98,web,0,11.98
254,560,2024-01-29 00:00:00,21,2,21.52,store,0,43.04
255,776,2024-08-01 07:00:00,88,1,10.2,web,0,10.2
256,416,2024-03-27 04:00:00,129,1,12.24,web,0,12.24
257,483,2024-05-31 16:00:00,159,3,111.63,app,1,334.89
258,436,2024-07-29 06:00:00,5,1,31.57,web,0,31.57
259,352,2024-01-08 09:00:00,136,1,63.48,web,1,63.48
260,463,2024-02-18 03:00:00,122,1,11.93,store,0,11.93
261,370,2024-09-22 20:00:00,118,1,38.82,web,0,38.82
262,351,2024-10-14 01:00:00,183,1,12.78,web,0,12.78
263,827,2024-11-29 17:00:00,32,3,51.82,store,1,155.46
264,888,2024-05-01 22:00:00,18,2,63.78,web,0,127.56
265,661,2024-05-05 07:00:00,86,1,50.81,app,1,50.81
266,534,2024-12-13 12:00:00,180,1,120.56,store,1,120.56
267,463,2024-03-28 11:00:00,97,1,36.82,store,0,36.82
268,19,2024-01-23 06:00:00,111,1,12.28,app,0,12.28
269,584,2024-05-08 11:00:00,64,1,10.83,app,0,10.83
270,473,2024-01-10 20:00:00,169,1,31.69,web,0,31.69
271,932,2024-03-26 09:00:00,14,1,61.19,web,1,61.19
272,377,2024-01-20 10:00:00,132,1,38.97,store,0,38.97
273,20,2024-01-24 21:00:00,54,1,119.89,store,0,119.89
274,38,2024-09-16 12:00:00,3,1,57.65,web,0,57.65
275,55,2024-09-10 23:00:00,188,1,23.61,store,0,23.61
276,878,2024-07-29 21:00:00,117,1,61.77,store,0,61.77
277,19,2024-06-21 03:00:00,146,1,11.3,store,0,11.3
278,763,2024-09-07 14:00:00,161,3,54.49,web,0,163.47
279,660,2024-08-27 14:00:00,137,1,55.76,app,0,55.76
280,505,2024-03-01 09:00:00,94,1,121.01,app,0,121.01
281,710,2024-12-02 12:00:00,46,1,32.33,app,1,32.33
282,349,2024-11-15 04:00:00,5,1,113.75,app,0,113.75
283,638,2024-08-18 06:00:00,100,1,12.34,app,0,12.34
284,686,2024-11-11 11:00:00,36,1,59.85,web,0,59.85
285,876,2024-04-15 21:00:00,14,1,32.48,app,0,32.48
286,182,2024-04-15 12:00:00,184,1,11.46,store,0,11.46
287,250,2024-12-28 20:00:00,70,1,12.32,store,0,12.32
288,672,2024-09-04 10:00:00,120,3,101.57,app,0,304.71
289,314,2024-01-21 17:00:00,49,1,21.15,store,0,21.15
290,853,2024-06-09 17:00:00,86,1,20.53,store,0,20.53
291,664,2024-03-01 01:00:00,86,1,30.61,web,0,30.61
292,966,2024-07-16 01:00:00,22,1,104.23,web,0,104.23
293,98,2024-05-23 15:00:00,168,1,50.93,app,0,50.93
294,650,2024-04-08 18:00:00,127,1,104.94,app,0,104.94
295,655,2024-08-19 20:00:00,155,1,63.06,web,0,63.06
296,58,2024-10-10 16:00:00,131,1,10.28,web,0,10.28
297,227,2024-09-18 06:00:00,171,1,11.19,store,0,11.19
298,779,2024-09-24 09:00:00,164,1,61.89,web,0,61.89
299,567,2024-02-16 14:00:00,198,3,20.95,app,0,62.849999999999994
300,387,2024-12-30 02:00:00,161,2,38.85,web,0,77.7
301,520,2024-04-10 15:00:00,110,1,61.98,app,1,61.98
302,649,2024-01-12 10:00:00,119,1,11.25,web,0,11.25
303,269,2024-06-10 03:00:00,128,3,22.56,store,0,67.67999999999999
304,131,2024-12-18 03:00:00,133,1,21.26,store,0,21.26
305,477,2024-09-21 19:00:00,121,3,36.84,store,1,110.52000000000001
306,364,2024-12-29 08:00:00,76,1,24.92,app,0,24.92
307,277,2024-06-04 23:00:00,180,1,10.72,app,0,10.72
308,943,2024-12-03 10:00:00,139,1,12.52,app,1,12.52
309,931,2024-10-15 19:00:00,168,1,21.95,store,0,21.95
310,201,2024-05-27 00:00:00,153,2,36.25,store,0,72.5
311,191,2024-01-21 02:00:00,142,1,119.59,web,0,119.59
312,867,2024-09-08 12:00:00,151,2,38.16,store,0,76.32
313,888,2024-02-15 05:00:00,35,1,116.4,store,1,116.4
314,846,2024-03-24 16:00:00,150,1,25.8,web,0,25.8
315,947,2024-10-01 08:00:00,63,2,128.88,web,0,257.76
316,375,2024-04-30 18:00:00,168,2,116.22,web,0,232.44
317,320,2024-06-09 23:00:00,187,1,30.67,app,0,30.67
318,708,2024-03-08 07:00:00,169,2,117.8,store,0,235.6
319,16,2024-03-02 16:00:00,64,1,58.74,app,1,58.74
320,767,2024-05-28 04:00:00,161,1,117.97,web,0,117.97
321,445,2024-11-19 02:00:00,87,2,10.08,store,0,20.16
322,438,2024-03-16 13:00:00,52,1,11.02,web,0,11.02
323,533,2024-11-02 05:00:00,55,1,119.19,store,0,119.19
324,772,2024-03-16 12:00:00,162,3,64.26,store,0,192.78000000000003
325,769,2024-03-12 22:00:00,61,1,10.01,app,0,10.01
326,648,2024-12-27 00:00:00,168,1,114.46,app,0,114.46
327,749,2024-12-05 23:00:00,46,1,100.17,web,0,100.17
328,555,2024-12-18 06:00:00,106,2,10.66,store,0,21.32
329,233,2024-09-21 23:00:00,21,1,12.45,store,1,12.45
330,183,2024-02-10 06:00:00,139,1,30.4,web,1,30.4
331,557,2024-01-01 07:00:00,189,1,63.23,web,0,63.23
332,445,2024-08-27 00:00:00,8,2,62.32,web,0,124.64
333,343,2024-06-06 12:00:00,82,2,11.81,app,0,23.62
334,990,2024-06-09 03:00:00,168,1,35.37,web,0,35.37
335,378,2024-08-30 14:00:00,105,1,24.01,app,0,24.01
336,843,2024-09-22 13:00:00,28,1,11.84,store,0,11.84
337,667,2024-04-26 01:00:00,40,1,34.81,app,0,34.81
338,268,2024-08-22 00:00:00,62,1,25.46,web,0,25.46
339,921,2024-10-05 23:00:00,107,1,55.81,app,0,55.81
340,429,2024-03-13 20:00:00,32,2,53.39,store,0,106.78
341,172,2024-11-30 08:00:00,57,1,35.24,app,0,35.24
342,929,2024-06-15 01:00:00,165,1,119.37,web,0,119.37
343,148,2024-10-01 09:00:00,126,1,50.1,store,0,50.1
344,806,2024-03-04 04:00:00,65,1,58.7,store,0,58.7
345,877,2024-11-20 23:00:00,4,3,38.68,app,0,116.03999999999999
346,363,2024-08-21 18:00:00,30,1,31.32,app,1,31.32
347,125,2024-02-06 09:00:00,196,1,38.0,app,0,38.0
348,369,2024-10-11 12:00:00,22,1,50.46,web,0,50.46
349,305,2024-06-10 12:00:00,131,1,37.55,app,0,37.55
350,109,2024-02-20 16:00:00,139,1,53.53,store,0,53.53
351,385,2024-04-01 23:00:00,139,3,118.79,store,0,356.37
352,99,2024-09-08 17:00:00,19,1,12.38,web,0,12.38
353,520,2024-10-10 04:00:00,64,1,63.6,store,1,63.6
354,267,2024-11-05 12:00:00,5,1,122.38,web,0,122.38
355,937,2024-02-15 11:00:00,48,3,34.16,app,0,102.47999999999999
356,762,2024-08-15 05:00:00,179,1,34.6,web,1,34.6
357,82,2024-04-01 18:00:00,163,1,62.1,store,0,62.1
358,116,2024-12-02 16:00:00,67,2,32.81,store,0,65.62
359,943,2024-07-07 22:00:00,67,1,100.92,app,0,100.92
360,320,2024-05-05 20:00:00,35,1,22.0,app,1,22.0
361,303,2024-06-11 18:00:00,71,1,24.97,app,0,24.97
362,65,2024-10-18 04:00:00,136,1,100.17,web,0,100.17
363,201,2024-05-06 00:00:00,23,2,20.63,web,0,41.26
364,974,2024-09-16 05:00:00,173,1,35.69,app,0,35.69
365,83,2024-05-02 05:00:00,124,1,11.5,app,0,11.5
366,450,2024-01-13 23:00:00,195,1,62.95,store,1,62.95
367,894,2024-02-24 21:00:00,145,1,125.27,web,0,125.27
368,781,2024-01-21 18:00:00,31,1,12.28,web,0,12.28
369,544,2024-03-14 09:00:00,114,2,59.56,app,0,119.12
370,878,2024-02-22 23:00:00,8,1,52.14,app,0,52.14
371,927,2024-10-16 17:00:00,49,2,32.44,store,0,64.88
372,241,2024-12-14 17:00:00,50,1,10.19,web,0,10.19
373,940,2024-11-15 10:00:00,155,2,32.43,app,0,64.86
374,612,2024-12-03 14:00:00,112,3,38.19,store,0,114.57
375,698,2024-08-05 00:00:00,138,3,12.11,store,0,36.33
376,917,2024-08-22 12:00:00,196,1,51.94,store,1,51.94
377,713,2024-01-21 19:00:00,145,1,64.99,web,0,64.99
378,871,2024-01-28 08:00:00,105,1,23.81,store,0,23.81
379,210,2024-08-16 12:00:00,73,1,21.27,app,0,21.27
380,952,2024-04-09 12:00:00,8,1,108.86,store,0,108.86
381,3,2024-01-28 05:00:00,54,1,120.47,app,0,120.47
382,533,2024-09-08 10:00:00,54,1,12.47,app,0,12.47
383,815,2024-02-22 09:00:00,2,1,127.33,app,0,127.33
384,398,2024-05-17 02:00:00,116,1,12.72,web,0,12.72
385,740,2024-07-06 05:00:00,104,1,54.01,app,1,54.01
386,502,2024-06-29 09:00:00,134,1,10.36,store,0,10.36
387,501,2024-06-01 00:00:00,12,1,59.63,store,0,59.63
388,973,2024-05-14 03:00:00,8,2,11.64,web,0,23.28
389,504,2024-02-14 21:00:00,157,1,36.39,app,0,36.39
390,205,2024-03-19 22:00:00,137,1,64.37,store,0,64.37
391,608,2024-11-26 14:00:00,90,1,10.61,store,0,10.61
392,26,2024-01-25 09:00:00,181,1,31.32,store,0,31.32
393,971,2024-11-16 16:00:00,159,3,58.08,web,0,174.24
394,794,2024-08-28 17:00:00,54,1,53.45,web,1,53.45
395,923,2024-08-13 14:00:00,197,1,24.08,app,0,24.08
396,598,2024-07-28 13:00:00,3,1,113.76,app,1,113.76
397,520,2024-08-22 11:00:00,11,2,37.14,store,0,74.28
398,582,2024-06-17 15:00:00,64,1,64.92,store,1,64.92
399,332,2024-05-18 04:00:00,102,1,31.58,app,0,31.58
400,390,2024-09-16 11:00:00,17,1,33.2,store,0,33.2
401,848,2024-09-03 07:00:00,65,1,53.71,store,0,53.71
402,187,2024-03-24 23:00:00,137,1,114.97,web,0,114.97
403,613,2024-06-04 09:00:00,104,2,106.66,app,0,213.32
404,944,2024-03-31 21:00:00,108,1,11.21,web,0,11.21
405,740,2024-09-21 21:00:00,129,1,38.59,web,0,38.59
406,753,2024-11-18 19:00:00,103,1,30.52,store,0,30.52
407,17,2024-09-30 12:00:00,82,1,58.61,web,0,58.61
408,58,2024-06-02 12:00:00,41,3,25.04,web,0,75.12
409,193,2024-10-04 01:00:00,197,1,12.85,store,0,12.85
410,661,2024-04-08 11:00:00,199,1,31.29,store,1,31.29
411,154,2024-02-09 04:00:00,84,1,62.35,store,0,62.35
412,109,2024-08-08 07:00:00,46,1,35.34,app,0,35.34
413,836,2024-09-27 02:00:00,27,1,30.86,store,0,30.86
414,994,2024-01-24 23:00:00,177,1,34.64,store,0,34.64
415,628,2024-10-05 12:00:00,57,1,122.97,web,0,122.97
416,566,2024-11-21 04:00:00,3,1,109.12,store,0,109.12
417,964,2024-11-27 05:00:00,197,1,61.13,web,0,61.13
418,306,2024-01-30 04:00:00,185,1,32.44,app,0,32.44
419,47,2024-08-15 06:00:00,16,1,116.27,store,0,116.27
420,938,2024-07-20 01:00:00,10,1,10.81,app,0,10.81
